table_id,author_name,year,reference_number,volume
41,Sturkie,1966,1,
41,Wideman,1999,2,
41,Merrill,1981,3,
41,Sapirstein,1959,4,
41,Wideman,2000,5,
41,Wideman,1999,6,b
41,Wideman,1999,7,c
41,Wideman,2002,8,
41,Boelkins,1973,9,
41,Sturkie,1967,10,
41,Wideman,2001,11,
41,Stebel,2008,12,
41,Vogel,1963,13,
41,Wideman,2005,14,
41,Niezgoda,1982,15,
41,Moynihan,1975,16,
41,Chapman,2002,17,
42,Boulianne,1993,1,
42,Romvari,2004,2,
