table_id,author_name,year,volume
50,Dodic,2001,
50,Evans,1998,
50,Gregory,1986,
50,Hales,1973,a
50,Hales,1973,b
50,Hales,1973,c
50,Hales,1976,
50,Hales,1993,
50,Schiffer,1993,
50,Talke,2000,
50,Ullman,2001,
