table_id,author_name,year
55,Degen,1981
55,Gomes,2013
55,Hart,1985
55,Horton,1992
55,Mayland,1986
56,Alhidary,2012
56,Campbell,2014
56,Degen,1981
56,Marsh,2001
56,Matson,1981
56,Meyer-Gesch,2013
56,Rege,2002
56,Robillard,1980
56,Roghair,2004
57,Anosa,1976
57,Courtice,1943
57,McKean,1974
57,Olsen,2013
57,Olsson,1994
