table_id,reference_number,author_name,year,volume
3,1,Matthews,1975,
3,2,Andrew,1994,
3,4,Larsen,2017,
3,5,Rotta,2015,
3,6,Scheaffer,2001,
3,3,Reynolds,2004,
3,7,Smith,1974,
3,8,Harrison,1983,
3,9,Swanson,1979,
3,10,Rotta,2015,
3,11,Segerson,1984,
3,12,Ireland,1979,
3,13,Freetly,2014,
