table_id,author_name,year,reference_number
47,Moss,2005,1
47,Vonnahme,2003,2
47,Gregory,1986,3
47,Butterfield,1983,4
47,Macgregor,1980,5
47,Hansard,1956,6
47,Davison,1965,7
47,Kamalzadeh,1998,8
47,Anosa,1976,9
47,Perry,1992,10
47,McLeod,2000,11
47,Rompala,1988,12
47,Thompson,1980,13
