table_id,reference_number,author_name,year,volume
24,1,Conrad,1958,
24,2,Manohar,1981,
24,3,Manohar,1982,
24,4,Reynolds,1991,a
24,5,Wanner,1981,
24,6,Ortigues,1995,
24,7,Durand,1984,
24,8,McGilliard,1971,
24,9,Fries,1961,
24,10,Huntington,1989,
24,11,Harmon,1987,
24,12,Wangsness,1972,
24,13,Huntington,1983,
24,14,Huntington,1989,
24,15,Carr,1968,
24,16,Durand,1988,
24,17,Rudolph,1966,
