table_id,reference_number,author_name,year,volume
7,20,Fernandez,1996,
7,7,Hansard,1956,
7,10,Mader,2009,
7,1,Sangild,2000,
7,2,Santos,2013,
7,3,Morgan,1969,
7,4,Gill,1987,
7,5,Waldern,1963,
7,6,Hansard,1953,
7,8,Rhodes,1991,
7,9,Conrad,1958,
7,11,Lineweaver,1969,
7,12,Taylor-Edwards,2011,
7,13,Cozzi,2002,
7,14,Kristensen,2007,
7,15,Khan,2011,
7,16,Martin,2010,
7,17,Stabel,1993,
7,18,Williams,1987,
7,19,Manohar,1982,
7,21,Biolatti,2005,
7,22,Settlemire,1964,
