table_id,reference_number,author_name,year,volume
37,1,Brudevold,1994,
37,2,DeGoey,1971,
37,8,Gowanlock,2013,
37,6,Groce,1973,
37,9,Honeyfield,1985,
37,3,Hyun,2005,
37,4,Russett,1979,
37,10,Shelton,2004,
37,5,Veum,2009,
37,7,Weaver,2013,
