table_id,reference_number,author_name,year,volume
10,1,Kerr,2003,
10,2,Wise,1993,
10,3,Hood,1977,
10,4,Quinious,1995,
10,5,O'Hea,1969,
10,6,Ruusunen,2007,
10,7,Wiseman,2007,
10,8,Kaensombath,2013,
10,9,Pond,1989,
10,10,Chen,1995,
10,20,Cliplef,1993,
10,11,Critser,1995,
10,12,Kaensombath,2012,
10,13,Pond,1988,
10,14,Koong,1982,
10,15,Koong,1983,
10,16,Moughan,1990,
10,21,Jin,1994,
10,17,Anugwa,1989,
10,19,Chiba,1994,
10,18,Boleman,1995,
10,22,Owsley,1986,
