table_id,reference_number,author_name,year,volume
21,1,Eisemann,1987,
21,2,Eisemann,1988,
21,3,Reynolds,1991,a
21,4,Deetz,1982,
21,5,Reynolds,1991,b
21,6,Huntington,1990,
21,7,Lescoat,1996,
21,8,Ellis,2016,
21,9,Huntington,1989,
21,10,Whitt,1996,
21,11,Reynolds,1988,
21,12,Barros Adwell,2018,
